Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,44455.84,2011,53000,Diesel,Automatic,First,14.74,2993,270.9,5.0,Jaguar,XF 3.0 Litre S Premium Luxury,13,UK
Hyundai Grand i10 Sportz,Chennai,7281.5599999999995,2016,20000,Petrol,Manual,Second,18.9,1197,82.0,5.0,Hyundai,Grand i10 Sportz,8,South Korea
Mercedes-Benz M-Class ML 320 CDI,Hyderabad,16096.080000000002,2008,67000,Diesel,Automatic,First,8.7,2987,224.34,5.0,Mercedes-Benz,M-Class ML 320 CDI,16,Germany
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,14103.23,2009,140000,Diesel,Manual,Second,12.8,2494,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater,15,Japan
Honda Accord 2.4 AT,Delhi,10075.3775,2011,25000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,Honda,Accord 2.4 AT,13,Japan
Maruti Wagon R LXI,Jaipur,2207.4620000000004,2007,69000,Petrol,Manual,Second,18.9,998,67.1,5.0,Maruti,Wagon R LXI,17,India
Hyundai i20 1.4 CRDi Magna,Hyderabad,4925.91,2013,65461,Diesel,Manual,First,21.9,1396,90.0,5.0,Hyundai,i20 1.4 CRDi Magna,11,South Korea
Maruti Swift VXI,Kolkata,8791.529999999999,2014,33000,Petrol,Manual,First,18.6,1197,85.8,5.0,Maruti,Swift VXI,10,India
Honda City 1.5 E MT,Ahmedabad,4801.4514285714295,2011,52000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 E MT,13,Japan
Volkswagen Polo 1.2 MPI Comfortline,Kochi,7994.385,2015,29215,Petrol,Manual,First,16.47,1198,74.0,5.0,Volkswagen,Polo 1.2 MPI Comfortline,9,Germany
Hyundai Accent Executive LPG,Jaipur,4368.94,2010,40000,LPG,Manual,Second,13.2,1495,93.7,5.0,Hyundai,Accent Executive LPG,14,South Korea
ISUZU D-MAX V-Cross 4X4,Jaipur,18464.505,2017,290000,Diesel,Manual,First,12.4,2499,134.0,5.0,ISUZU,D-MAX V-Cross 4X4,7,Japan
Honda BR-V i-VTEC VX MT,Coimbatore,23837.53,2017,14519,Petrol,Manual,First,15.4,1497,117.3,7.0,Honda,BR-V i-VTEC VX MT,7,Japan
Maruti Swift Dzire Tour LDI,Jaipur,3832.4,2012,350000,Diesel,Manual,First,23.4,1248,74.0,5.0,Maruti,Swift Dzire Tour LDI,12,India
Honda Mobilio V i DTEC,Kolkata,7664.8,2014,39000,Diesel,Manual,First,24.2,1498,98.6,7.0,Honda,Mobilio V i DTEC,10,Japan
Maruti Ertiga VXI,Coimbatore,8584.58,2016,40130,Petrol,Manual,First,16.02,1373,93.7,7.0,Maruti,Ertiga VXI,8,India
Mitsubishi Pajero Sport 4X2 AT,Bangalore,52273.94,2015,58000,Diesel,Automatic,First,13.5,2477,175.56,7.0,Mitsubishi,Pajero Sport 4X2 AT,9,Japan
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,20694.96,2013,43000,Diesel,Automatic,First,15.0,2147,107.3,5.0,Mercedes-Benz,B Class 2012-2015 B200 Sport CDI,11,Germany
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,7450.183333333333,2017,15500,CNG,Manual,First,15.1,1196,73.0,5.0,Maruti,Eeco 5 STR With AC Plus HTR CNG,7,India
Volkswagen Vento 1.6 Trendline,Mumbai,15881.47,2011,34948,Petrol,Manual,First,16.09,1598,103.5,5.0,Volkswagen,Vento 1.6 Trendline,13,Germany
Maruti Versa DX2,Bangalore,2506.39,2006,98245,Petrol,Manual,Third,11.3,1298,83.1,8.0,Maruti,Versa DX2,18,India
Honda City i DTEC SV,Delhi,7051.615,2014,36390,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTEC SV,10,Japan
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,5794.59,2010,122000,Petrol,Manual,First,17.5,1197,85.8,5.0,Maruti,Swift Dzire 1.2 Lxi BSIV,14,India
Volkswagen Vento Diesel Trendline,Ahmedabad,6189.325000000001,2013,79003,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Trendline,11,Germany
Skoda Laura 1.9 TDI AT Ambiente,Kochi,11880.44,2013,78830,Diesel,Automatic,Second,17.0,1896,105.0,5.0,Skoda,Laura 1.9 TDI AT Ambiente,11,Czech Republic
Honda Brio V MT,Mumbai,4982.12,2011,53000,Petrol,Manual,First,19.4,1198,86.8,5.0,Honda,Brio V MT,13,Japan
Maruti A-Star Vxi,Chennai,3390.9080000000004,2009,53000,Petrol,Manual,Second,19.0,998,66.1,5.0,Maruti,A-Star Vxi,15,India
Maruti SX4 VDI,Jaipur,3832.4,2011,82000,Diesel,Manual,Second,21.5,1248,88.8,5.0,Maruti,SX4 VDI,13,India
Hyundai Elantra 1.6 SX,Mumbai,31716.94,2013,95000,Diesel,Manual,First,22.54,1582,126.2,5.0,Hyundai,Elantra 1.6 SX,11,South Korea
Maruti Alto K10 LXI,Kochi,6515.08,2017,18090,Petrol,Manual,First,24.07,998,67.1,5.0,Maruti,Alto K10 LXI,7,India
Maruti Alto LX,Pune,1839.55,2004,70332,Petrol,Manual,Third,19.7,796,46.3,5.0,Maruti,Alto LX,20,India
Datsun redi-GO T Option,Jaipur,6116.51,2018,46000,Petrol,Manual,First,22.7,799,53.64,5.0,Datsun,redi-GO T Option,6,Japan
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,10263.166666666666,2015,63402,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,USA
Honda City i DTec SV,Kolkata,10730.72,2017,13000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec SV,7,Japan
Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,23163.025,2010,65505,Diesel,Automatic,First,14.94,2143,204.0,5.0,Mercedes-Benz,New C-Class C 250 CDI Elegance,14,Germany
Hyundai Sonata Embera 2.4L MT,Pune,2460.8977777777777,2006,154000,Petrol,Manual,Third,13.2,2359,165.0,5.0,Hyundai,Sonata Embera 2.4L MT,18,South Korea
Chevrolet Spark 1.0 LS,Bangalore,1517.63,2008,85142,Petrol,Manual,Second,18.0,995,62.0,5.0,Chevrolet,Spark 1.0 LS,16,USA
Volkswagen Polo 1.2 MPI Highline,Jaipur,8415.95,2016,45000,Petrol,Manual,First,16.2,1199,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,8,Germany
Hyundai i10 Sportz 1.2,Delhi,4043.1800000000003,2011,48000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Sportz 1.2,13,South Korea
Maruti Alto K10 VXI,Kochi,6269.81,2016,39549,Petrol,Manual,First,24.07,998,67.1,5.0,Maruti,Alto K10 VXI,8,India
Honda CR-V 2.4 AT,Kochi,7358.21,2011,100922,Petrol,Automatic,Second,10.1,2354,152.0,5.0,Honda,CR-V 2.4 AT,13,Japan
Hyundai Verna 1.6 VTVT EX AT,Chennai,9121.11,2013,55000,Petrol,Automatic,First,17.01,1591,121.4,5.0,Hyundai,Verna 1.6 VTVT EX AT,11,South Korea
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,23983.158750000002,2011,45000,Diesel,Automatic,Second,14.94,2143,204.0,5.0,Mercedes-Benz,New C-Class C 250 CDI Elegance,13,Germany
Honda Amaze VX CVT i-VTEC,Jaipur,6257.258518518519,2017,145000,Petrol,Automatic,First,18.1,1199,88.7,5.0,Honda,Amaze VX CVT i-VTEC,7,Japan
Mahindra Xylo E8,Kolkata,5901.9,2011,45000,Diesel,Manual,First,14.0,2498,112.0,8.0,Mahindra,Xylo E8,13,India
Hyundai Sonata Transform 2.4 GDi AT,Bangalore,9197.76,2012,44000,Petrol,Automatic,First,12.37,2359,198.25,5.0,Hyundai,Sonata Transform 2.4 GDi AT,12,South Korea
Hyundai Creta 1.4 CRDi S Plus,Bangalore,17654.586666666666,2015,48000,Diesel,Manual,First,21.38,1396,88.7,5.0,Hyundai,Creta 1.4 CRDi S Plus,9,South Korea
Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,15406.25,2011,64139,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 G4 Diesel 7-seater,13,Japan
Honda Jazz 2020 Petrol,Kochi,9071.937655555555,2019,11574,Petrol,Manual,First,0.0,1199,88.7,5.0,Honda,Jazz 2020 Petrol,5,Japan
Maruti Alto 800 CNG LXI,Kolkata,3295.86,2013,14311,CNG,Manual,First,30.46,796,47.3,5.0,Maruti,Alto 800 CNG LXI,11,India
Hyundai i20 Magna 1.2,Bangalore,8860.51,2016,20000,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Magna 1.2,8,South Korea
Mercedes-Benz SLC 43 AMG,Coimbatore,1624.94,2018,18338,Petrol,Automatic,First,19.0,2996,362.07,2.0,Mercedes-Benz,SLC 43 AMG,6,Germany
Hyundai i20 1.4 Sportz,Kochi,13050.6,2019,17964,Diesel,Manual,First,22.54,1396,88.73,5.0,Hyundai,i20 1.4 Sportz,5,South Korea
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,23435.125,2012,55500,Diesel,Automatic,First,11.5,2982,169.0,7.0,Toyota,Fortuner 4x2 4 Speed AT,12,Japan
Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,5723.05,2008,130000,Diesel,Manual,Second,12.05,2179,120.0,8.0,Mahindra,Scorpio VLX 2WD Airbag BSIII,16,India
Mercedes-Benz GLE 350d,Hyderabad,141047.65,2016,50000,Diesel,Automatic,First,11.57,2987,254.79,5.0,Mercedes-Benz,GLE 350d,8,Germany
Volkswagen Polo 1.2 MPI Highline,Mumbai,8415.95,2015,49830,Petrol,Manual,First,16.2,1199,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,9,Germany
BMW 5 Series 2003-2012 520d,Kolkata,25841.325714285715,2009,49000,Diesel,Automatic,First,18.48,1995,177.0,5.0,BMW,5 Series 2003-2012 520d,15,Germany
Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,9236.085000000001,2013,53967,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Ambiente,11,USA
Maruti SX4 Zxi BSIII,Mumbai,3050.59,2011,54000,Petrol,Manual,First,15.0,1586,104.68,5.0,Maruti,SX4 Zxi BSIII,13,India
Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,6553.403333333334,2009,75000,Petrol,Automatic,First,15.0,1396,100.0,5.0,Hyundai,i20 1.4 Asta AT (O) with Sunroof,15,South Korea
Hyundai Xcent 1.1 CRDi S,Pune,5799.7,2016,100000,Diesel,Manual,First,24.4,1120,71.0,5.0,Hyundai,Xcent 1.1 CRDi S,8,South Korea
Renault Lodgy 110PS RxL,Chennai,11299.83125,2015,142000,Diesel,Manual,First,19.98,1461,108.5,8.0,Renault,Lodgy 110PS RxL,9,France
Renault Duster 110PS Diesel RxZ,Jaipur,9581.0,2012,83388,Diesel,Manual,Second,19.01,1461,108.45,5.0,Renault,Duster 110PS Diesel RxZ,12,France
Maruti Swift Dzire VXi,Delhi,5518.655,2012,62000,Petrol,Manual,First,17.5,1298,85.8,5.0,Maruti,Swift Dzire VXi,12,India
Honda City i DTec VX,Kolkata,17422.09,2016,61000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec VX,8,Japan
Audi A4 3.0 TDI Quattro Premium,Bangalore,24695.99,2011,45000,Diesel,Automatic,First,14.94,2967,241.4,5.0,Audi,A4 3.0 TDI Quattro Premium,13,Germany
Mercedes-Benz E-Class 250 D W 124,Bangalore,36637.744,2013,33000,Diesel,Manual,First,10.0,1796,157.7,5.0,Mercedes-Benz,E-Class 250 D W 124,11,Germany
Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,18914.3675,2014,113565,Diesel,Manual,First,12.99,2494,100.6,8.0,Toyota,Innova 2.5 LE 2014 Diesel 8 Seater,10,Japan
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,5074.1,2008,131000,Diesel,Manual,First,15.0,1896,105.0,5.0,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,16,Germany
Mahindra Bolero ZLX,Delhi,16770.58,2015,72253,Diesel,Manual,First,15.96,2523,62.1,7.0,Mahindra,Bolero ZLX,9,India
Maruti Swift Dzire VXI,Coimbatore,7133.373333333334,2016,46346,Petrol,Manual,First,20.85,1197,83.14,5.0,Maruti,Swift Dzire VXI,8,India
Honda City 1.5 V MT,Hyderabad,11113.96,2016,37000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,8,Japan
Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,12692.91,2019,56371,Diesel,Manual,First,24.0,1186,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Sportz,5,South Korea
Tata Indigo CS eVX,Pune,3334.19,2016,98500,Diesel,Manual,First,25.0,1396,69.01,5.0,Tata,Indigo CS eVX,8,India
Maruti Baleno Zeta 1.3,Ahmedabad,9121.11,2015,71588,Diesel,Manual,First,27.39,1248,74.0,5.0,Maruti,Baleno Zeta 1.3,9,India
Maruti Alto 800 2016-2019 LXI,Ahmedabad,4253.96,2014,68000,Petrol,Manual,First,24.7,796,47.3,5.0,Maruti,Alto 800 2016-2019 LXI,10,India
Mercedes-Benz E-Class E240 V6 AT,Mumbai,5978.54,2003,66800,Petrol,Automatic,Second,11.2,2497,203.0,5.0,Mercedes-Benz,E-Class E240 V6 AT,21,Germany
Maruti Swift Dzire Vdi BSIV,Chennai,7342.88,2016,90000,Diesel,Manual,First,19.3,1248,73.9,5.0,Maruti,Swift Dzire Vdi BSIV,8,India
Nissan Terrano XE 85 PS,Jaipur,6430.77,2013,54000,Diesel,Manual,First,20.45,1461,83.8,5.0,Nissan,Terrano XE 85 PS,11,Japan
Mercedes-Benz New C-Class C 200 CGI,Mumbai,19736.86,2011,87248,Petrol,Automatic,Second,14.74,1991,184.0,5.0,Mercedes-Benz,New C-Class C 200 CGI,13,Germany
Maruti Celerio VXI,Pune,6949.416666666667,2017,9052,Petrol,Manual,First,23.1,998,67.04,5.0,Maruti,Celerio VXI,7,India
Hyundai Santro Xing GLS,Delhi,4624.9400000000005,2014,67320,Petrol,Manual,First,17.92,1086,62.1,5.0,Hyundai,Santro Xing GLS,10,South Korea
Volkswagen Polo 1.2 MPI Highline,Kochi,8051.107000000001,2018,28635,Petrol,Manual,First,16.2,1199,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,6,Germany
Mahindra Bolero ZLX,Kochi,16770.58,2016,78904,Diesel,Manual,First,15.96,2523,62.1,7.0,Mahindra,Bolero ZLX,8,India
BMW 5 Series 2013-2017 530d M Sport,Kochi,71402.20999999999,2018,16409,Diesel,Automatic,First,14.69,2993,258.0,5.0,BMW,5 Series 2013-2017 530d M Sport,6,Germany
Honda City 1.5 V MT Sunroof,Delhi,7588.15,2012,61180,Petrol,Manual,Second,16.8,1497,116.3,5.0,Honda,City 1.5 V MT Sunroof,12,Japan
Hyundai i20 Sportz 1.2,Delhi,8048.04,2014,59577,Petrol,Manual,Second,18.5,1197,82.85,5.0,Hyundai,i20 Sportz 1.2,10,South Korea
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,20664.3,2016,24104,Diesel,Manual,First,12.99,2494,100.0,8.0,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,8,Japan
BMW 5 Series 2007-2010 525d Sedan,Mumbai,11113.96,2008,69000,Diesel,Automatic,Third,16.73,2495,218.0,5.0,BMW,5 Series 2007-2010 525d Sedan,16,Germany
Volkswagen Polo GT TSI,Bangalore,12677.58,2015,35000,Petrol,Automatic,First,17.21,1197,103.6,5.0,Volkswagen,Polo GT TSI,9,Germany
Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,49683.23,2014,75000,Diesel,Automatic,First,13.5,2477,175.56,7.0,Mitsubishi,Pajero Sport 4X2 AT,10,Japan
Maruti Ertiga VXI,Jaipur,8431.28,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7.0,Maruti,Ertiga VXI,10,India
Audi A6 2011-2015 2.0 TDI Technology,Chennai,41052.67,2014,51843,Diesel,Automatic,Third,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Technology,10,Germany
Maruti Swift Dzire VDI,Jaipur,6898.32,2013,80000,Diesel,Manual,Second,23.4,1248,74.0,5.0,Maruti,Swift Dzire VDI,11,India
Toyota Fortuner 3.0 Diesel,Pune,24527.36,2009,110000,Diesel,Manual,Third,11.5,2982,171.0,7.0,Toyota,Fortuner 3.0 Diesel,15,Japan
Hyundai i10 Sportz 1.1L,Kochi,5051.105,2015,75383,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Sportz 1.1L,9,South Korea
Mahindra TUV 300 2015-2019 T8 AMT,Kochi,12570.27,2017,31861,Diesel,Automatic,First,18.49,1493,100.0,7.0,Mahindra,TUV 300 2015-2019 T8 AMT,7,India
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,17437.42,2011,57900,Diesel,Manual,First,15.8,2148,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,13,Germany
Maruti Swift Dzire Ldi BSIV,Delhi,7296.89,2014,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,Maruti,Swift Dzire Ldi BSIV,10,India
Hyundai i20 Magna,Kochi,7957.18411036036,2015,33544,Petrol,Manual,First,18.5,1197,82.85,5.0,Hyundai,i20 Magna,9,South Korea
Maruti Swift VDI BSIV,Chennai,7646.915,2015,65000,Diesel,Manual,First,25.2,1248,74.0,5.0,Maruti,Swift VDI BSIV,9,India
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,36806.37,2017,103189,Diesel,Manual,First,13.68,2393,147.8,8.0,Toyota,Innova Crysta 2.4 VX MT 8S,7,Japan
Toyota Etios V,Kochi,8331.64,2017,35007,Petrol,Manual,First,16.78,1496,88.73,5.0,Toyota,Etios V,7,Japan
Toyota Corolla Altis Diesel D4DG,Pune,9090.455,2010,98000,Diesel,Manual,First,21.43,1364,87.2,5.0,Toyota,Corolla Altis Diesel D4DG,14,Japan
Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,12110.38,2017,25678,Diesel,Manual,First,24.0,1186,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Magna,7,South Korea
Maruti SX4 ZDI,Coimbatore,6898.32,2015,65636,Diesel,Manual,First,21.79,1248,88.73,5.0,Maruti,SX4 ZDI,9,India
Audi A6 2011-2015 35 TDI Premium,Kochi,60674.56,2015,21730,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 35 TDI Premium,9,Germany
Honda Amaze S i-Vtech,Chennai,4982.12,2013,46112,Petrol,Manual,First,18.0,1198,86.7,5.0,Honda,Amaze S i-Vtech,11,Japan
Hyundai i20 Magna 1.2,Kolkata,8860.51,2015,20000,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Magna 1.2,9,South Korea
Mahindra XUV500 W6 2WD,Hyderabad,10373.029999999999,2013,67000,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W6 2WD,11,India
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Ahmedabad,55186.56,2016,29000,Diesel,Automatic,First,13.0,2143,204.0,5.0,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,8,Germany
Hyundai Verna 1.4 CRDi,Pune,11113.96,2014,86000,Diesel,Manual,First,24.8,1396,88.7,5.0,Hyundai,Verna 1.4 CRDi,10,South Korea
Honda Amaze EX i-Vtech,Hyderabad,5280.681428571428,2013,34000,Petrol,Manual,First,18.0,1198,86.7,5.0,Honda,Amaze EX i-Vtech,11,Japan
Audi A4 2.0 TDI Premium Sport Limited Edition,Bangalore,39565.7,2014,36000,Diesel,Automatic,First,17.11,1968,174.33,5.0,Audi,A4 2.0 TDI Premium Sport Limited Edition,10,Germany
Hyundai i10 Magna,Mumbai,5296.375,2013,49000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna,11,South Korea
Tata Tigor 1.2 Revotron XT,Mumbai,7588.15,2017,7000,Petrol,Manual,First,20.3,1199,84.0,5.0,Tata,Tigor 1.2 Revotron XT,7,India
Hyundai Xcent 1.1 CRDi S,Kolkata,8431.28,2014,60188,Diesel,Manual,First,24.4,1120,71.0,5.0,Hyundai,Xcent 1.1 CRDi S,10,South Korea
Ford Figo Diesel ZXI,Ahmedabad,4445.586666666666,2012,79000,Diesel,Manual,First,20.0,1399,68.0,5.0,Ford,Figo Diesel ZXI,12,USA
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,13030.160000000002,2012,115439,Diesel,Manual,Second,12.99,2494,100.0,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,12,Japan
Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,5767.7625,2011,104500,Diesel,Manual,Second,23.0,1396,90.0,5.0,Hyundai,i20 2015-2017 1.4 CRDi Sportz,13,South Korea
Mercedes-Benz E-Class E250 CDI Launch Edition,Delhi,27885.500208333335,2013,35000,Diesel,Automatic,First,13.0,2143,204.0,5.0,Mercedes-Benz,E-Class E250 CDI Launch Edition,11,Germany
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,19928.48,2016,26186,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 SX Plus Diesel,8,South Korea
Chevrolet Spark 1.0 LT,Pune,2631.58,2012,58061,Petrol,Manual,First,18.0,995,62.0,5.0,Chevrolet,Spark 1.0 LT,12,USA
Hyundai i20 1.4 CRDi Sportz,Ahmedabad,6898.32,2011,62000,Diesel,Manual,First,23.0,1396,90.0,5.0,Hyundai,i20 1.4 CRDi Sportz,13,South Korea
Maruti Swift Dzire VDI,Mumbai,6898.32,2013,118000,Diesel,Manual,Second,23.4,1248,74.0,5.0,Maruti,Swift Dzire VDI,11,India
Hyundai i10 Magna 1.2,Chennai,4004.8575,2009,65000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,15,South Korea
Hyundai Santro Xing GLS,Hyderabad,3403.17,2008,44379,Petrol,Manual,First,17.92,1086,62.1,5.0,Hyundai,Santro Xing GLS,16,South Korea
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,9156.88,2017,61041,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Ambiente,7,USA
Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,6821.67,2011,73000,Diesel,Manual,Second,17.8,1399,67.0,5.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,13,USA
Hyundai Creta 1.6 CRDi AT SX Plus,Pune,19800.733333333334,2016,57297,Diesel,Automatic,First,17.01,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi AT SX Plus,8,South Korea
Hyundai Creta 1.6 VTVT Base,Hyderabad,10807.366666666667,2015,28700,Petrol,Manual,Second,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT Base,9,South Korea
Honda City 1.5 V MT,Hyderabad,6251.411999999999,2013,85264,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,11,Japan
Maruti Ignis 1.2 AMT Delta,Hyderabad,11052.64,2017,20000,Petrol,Automatic,First,20.89,1197,81.8,5.0,Maruti,Ignis 1.2 AMT Delta,7,India
Honda City i-VTEC CVT ZX,Hyderabad,25968.34,2017,11934,Petrol,Automatic,First,18.0,1497,117.3,5.0,Honda,City i-VTEC CVT ZX,7,Japan
Honda City 1.5 V MT,Pune,6251.411999999999,2010,83000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,14,Japan
Ford Fiesta Classic 1.6 Duratec LXI,Hyderabad,8201.34,2013,23000,Petrol,Manual,First,15.3,1596,99.6,5.0,Ford,Fiesta Classic 1.6 Duratec LXI,11,USA
Hyundai i20 Sportz 1.2,Mumbai,9217.47,2017,14927,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Sportz 1.2,7,South Korea
Toyota Corolla Executive (HE),Hyderabad,4598.88,2007,158000,Petrol,Manual,Second,13.4,1794,125.0,5.0,Toyota,Corolla Executive (HE),17,Japan
Nissan Micra Diesel XV,Jaipur,5039.6075,2011,111000,Diesel,Manual,Third,23.08,1461,63.1,5.0,Nissan,Micra Diesel XV,13,Japan
Maruti Alto LXi BSIII,Hyderabad,4062.3433333333337,2011,63528,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi BSIII,13,India
Maruti Ciaz VDi Plus,Jaipur,10270.83,2015,92000,Diesel,Manual,First,26.21,1248,88.5,5.0,Maruti,Ciaz VDi Plus,9,India
Maruti Ciaz 1.3 Alpha,Delhi,13742.985,2017,41200,Diesel,Manual,First,28.09,1248,88.5,5.0,Maruti,Ciaz 1.3 Alpha,7,India
Mahindra XUV500 W8 2WD,Coimbatore,18523.266666666666,2016,39052,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,8,India
Renault Duster 85PS Diesel RxL,Ahmedabad,8699.548333333334,2014,55100,Diesel,Manual,First,20.45,1461,83.8,5.0,Renault,Duster 85PS Diesel RxL,10,France
Hyundai i20 1.2 Sportz,Ahmedabad,5442.01,2011,76958,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 1.2 Sportz,13,South Korea
Renault Pulse RxL,Kochi,4752.18,2015,70419,Diesel,Manual,First,23.08,1461,63.12,5.0,Renault,Pulse RxL,9,France
Maruti Wagon R AMT VXI,Mumbai,6974.966666666667,2017,21000,Petrol,Automatic,First,20.51,998,67.0,5.0,Maruti,Wagon R AMT VXI,7,India
BMW 6 Series 650i Coupe,Delhi,31762.93,2009,64000,Petrol,Automatic,First,7.94,4395,450.0,4.0,BMW,6 Series 650i Coupe,15,Germany
Honda City V MT,Delhi,7511.5,2011,63698,Petrol,Manual,Second,16.8,1497,116.3,5.0,Honda,City V MT,13,Japan
Tata Indigo eCS LX BSIV,Coimbatore,5263.163333333334,2016,62715,Diesel,Manual,First,23.03,1396,69.0,5.0,Tata,Indigo eCS LX BSIV,8,India
Honda Brio S MT,Coimbatore,5173.74,2013,37922,Petrol,Manual,Second,19.4,1198,86.8,5.0,Honda,Brio S MT,11,Japan
Honda Jazz 1.5 S i DTEC,Ahmedabad,11673.490000000002,2016,52000,Diesel,Manual,First,27.3,1498,98.6,5.0,Honda,Jazz 1.5 S i DTEC,8,Japan
Mercedes-Benz A Class A180 CDI,Chennai,20694.96,2013,47000,Diesel,Automatic,First,20.0,2143,107.3,5.0,Mercedes-Benz,A Class A180 CDI,11,Germany
Toyota Corolla Altis GL,Mumbai,6706.700000000001,2009,64000,Petrol,Manual,Second,14.53,1798,138.1,5.0,Toyota,Corolla Altis GL,15,Japan
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,3832.4,2007,109000,Petrol,Manual,Second,13.5,1799,130.0,5.0,Honda,Civic 2006-2010 1.8 (E) MT,17,Japan
Hyundai Creta 1.6 CRDi SX Option,Mumbai,21844.68,2015,19000,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option,9,South Korea
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,15329.6,2009,99000,Petrol,Automatic,Second,9.74,1984,208.0,5.0,Audi,Q5 2008-2012 2.0 TFSI Quattro,15,Germany
